id,beta,debt_ratio,liquidity_ratio,base_reserves_begin,market_price_begin,user_a_position,liquidate_price,user_b_position,market_price_after_b,profit_loss,profit_percent
307,0.7,9999,0.08,"(36649871750740971435566, 3053950989251, 1645119252)",83.32774013565972,"(-291833616102966807590, 26764000000, 324353616102966811686)",90.64196719014325,"(21832261133405756175485, -157992000000, 1832261133405756175485)",90.63747740714639,0.8119351758595328,0.1947843970366553
308,0.7,9999,0.1,"(36649871750740971435566, 3053950989251, 1645119312)",83.32774013565972,"(-365570154927210230756, 33455000000, 406340154927210230756)",90.18270461924892,"(21824852615745224730940, -156607000000, 1824852615745224730940)",90.17826882880816,1.3085156460146457,0.3037235212605124
309,0.7,9999,0.12,"(36649871750740971435566, 3053950989251, 1645119312)",83.32774013565972,"(-439610733185477777237, 40146000000, 488690733185477777237)",89.67227145756665,"(21807060677478998395599, -154298000000, 1807060677478998395599)",89.66794014606168,1.9587799887583848,0.44183019978250737
310,0.7,10000,0.14,"(36649871750740971435566, 3053950989251, 1645119372)",83.32774013565972,"(-513967780903230835915, 46837000000, 571407780903230835915)",89.27173632561721,"(21810565726141982350819, -153909000000, 1810565726141982350819)",89.26741795190333,2.9455792572047343,0.6395224435594936
311,0.75,9999,0.01,"(36649871750740971435566, 3053950989251, 1645119493)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.24153764938816,"(21854273303698703775351, -162543000000, 1854273303698703775351)",92.23691282607612,0.07739955663305208,0.02096039220557511
312,0.75,9999,0.02,"(36649871750740971435566, 3053950989251, 1645119553)",83.32774013565972,"(-72494256122461290678, 6691000000, 80554256122461290678)",92.00908283251279,"(21850603711152692656007, -161839000000, 1850603711152692656007)",92.00445352170361,0.22276716660772428,0.05926744773556137
313,0.75,9999,0.04,"(36649871750740971435566, 3053950989251, 1645119598)",83.32774013565972,"(-145293043603770753635, 13382000000, 161463043603770755683)",91.52899962457816,"(21840139539396601238447, -160151000000, 1840139539396601238447)",91.52446651928844,0.2627136979375143,0.06762121179302484
314,0.75,9999,0.06,"(36649871750740971435566, 3053950989251, 1645119658)",83.32774013565972,"(-218398708124272618852, 20073000000, 242728708124272618852)",91.04999341900444,"(21829508768444730338760, -158459000000, 1829508768444730338760)",91.04550783589826,0.5834770525402767,0.14537386345024633
315,0.75,9999,0.08,"(36649871750740971435566, 3053950989251, 1645119718)",83.32774013565972,"(-291803616102966815782, 26764000000, 324353616102966811686)",90.57518926569787,"(21819327008602811851569, -156819000000, 1819327008602811851569)",90.57076361890817,1.0629502750663835,0.2563666334195322
316,0.75,9999,0.1,"(36649871750740971435566, 3053950989251, 1645119718)",83.32774013565972,"(-365520154927210230756, 33455000000, 406340154927210230756)",90.10018719247289,"(21808736958575013363081, -155153000000, 1808736958575013363081)",90.09578683345921,1.7019128699124428,0.3974388054584967
317,0.75,9999,0.12,"(36649871750740971435566, 3053950989251, 1645154289)",83.32774013565972,"(-439540733185477777237, 40146000000, 488690733185477777237)",89.6276864206516,"(21798278876367097186291, -153510000000, 1798278876367097186291)",89.62336082027099,2.500711032878081,0.5653096269945266
318,0.75,10000,0.14,"(36649871750740971435566, 3053950989251, 1645119869)",83.32774013565972,"(-513877780903230835915, 46837000000, 571407780903230835915)",89.1552956011031,"(21787473519018921388148, -151847000000, 1787473519018921388148)",89.15104937147996,3.460166559796392,0.7570514525870821
319,0.8,9999,0.01,"(36649871750740971435566, 3053950989251, 1645119989)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.2319352318391,"(21852464373862597162666, -162376000000, 1852464373862597162666)",92.22732979582254,0.0811720088598135,0.022002429938563408
320,0.8,9999,0.02,"(36649871750740971435566, 3053950989251, 1645120050)",83.32774013565972,"(-72494256122461290678, 6691000000, 80554256122461290678)",91.98989985556148,"(21846976522301454035525, -161505000000, 1846976522301454035525)",91.98531213695111,0.11535531775221299,0.03074838125581444
321,0.8,10001,0.04,"(36649871750740971435566, 3053950989251, 1645120050)",83.32774013565972,"(-145293043603770753635, 13382000000, 161463043603770755683)",91.49073594126436,"(21832835437415964487942, -159482000000, 1832835437415964487942)",91.48622862853355,0.2973802666121554,0.07681382301830833
322,0.8,9999,0.06,"(36649871750740971435566, 3053950989251, 1645120155)",83.32774013565972,"(-218378708124272618852, 20073000000, 242728708124272618852)",91.00112668977364,"(21820102316552237576183, -157602000000, 1820102316552237576183)",90.99665431019463,0.7243460976174427,0.18123096402379762
323,0.8,9999,0.08,"(36649871750740971435566, 3053950989251, 1645155084)",83.32774013565972,"(-291773616102966811686, 26764000000, 324353616102966811686)",90.50843739322586,"(21806372320672831472566, -155645000000, 1806372320672831472566)",90.50401754899082,1.3142174299735807,0.3186753131630798
324,0.8,9999,0.1,"(36649871750740971435566, 3053950989251, 1645120215)",83.32774013565972,"(-365480154927210230756, 33455000000, 406340154927210230756)",90.01522638452364,"(21792129292473370785348, -153656000000, 1792129292473370785348)",90.01090497852121,2.3800234817785118,0.558939984925955
325,0.8,9999,0.12,"(36649871750740971435566, 3053950989251, 1645120275)",83.32774013565972,"(-439480733185477777237, 40146000000, 488690733185477777237)",89.52646292580472,"(21778325297973522714699, -151721000000, 1778325297973522714699)",89.5221933213877,3.06858765644753,0.6984388887082362
326,0.8,10000,0.14,"(36649871750740971435566, 3053950989251, 1645120335)",83.32774013565972,"(-513787780903230835915, 46837000000, 571407780903230835915)",89.03893501015577,"(21764351174237225646153, -149785000000, 1764351174237225646153)",89.03475668928105,4.23465514363615,0.9329732268770633
327,0.85,9999,0.01,"(36649871750740971435566, 3053950989251, 1645120456)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.22233331412572,"(21850644422544987120608, -162208000000, 1850644422544987120608)",92.21768988447901,0.08496741799614167,0.023052766542978772
328,0.85,9999,0.02,"(36649871750740971435566, 3053950989251, 1645120516)",83.32774013565972,"(-72494256122461290678, 6691000000, 80554256122461290678)",91.97071887854842,"(21843337715742695533265, -161170000000, 1843337715742695533265)",91.96611544299016,0.1307161497495071,0.03490669660519729
329,0.85,9999,0.04,"(36649871750740971435566, 3053950989251, 1645120547)",83.32774013565972,"(-145283043603770755683, 13382000000, 161463043603770755683)",91.45879739039044,"(21826729968633912337925, -158923000000, 1826729968633912337925)",91.45428411126812,0.3872480553459004,0.10031588233983113
330,0.85,9999,0.06,"(36649871750740971435566, 3053950989251, 1645120607)",83.32774013565972,"(-218368708124272618852, 20073000000, 242728708124272618852)",90.94808691793057,"(21809888903154934130739, -156672000000, 1809888903154934130739)",90.94365423221352,0.8651341714019668,0.21745386296942865
331,0.85,9999,0.08,"(36649871750740971435566, 3053950989251, 1645120607)",83.32774013565972,"(-291753616102966811686, 26764000000, 324353616102966811686)",90.43858952652745,"(21792811540771287376916, -154417000000, 1792811540771287376916)",90.43422771409885,1.5653693913913551,0.3817368996058575
332,0.85,9999,0.1,"(36649871750740971435566, 3053950989251, 1645156210)",83.32774013565972,"(-365430154927210230756, 33455000000, 406340154927210230756)",89.93279021671779,"(21775983677696333961307, -152202000000, 1775983677696333961307)",89.92849957630189,2.48888930950421,0.5885124267258594
333,0.85,9999,0.12,"(36649871750740971435566, 3053950989251, 1645120727)",83.32774013565972,"(-439410733185477777237, 40146000000, 488690733185477777237)",89.42735613852524,"(21758762548412236513706, -149969000000, 1758762548412236513706)",89.42317353454581,3.6364726501604943,0.8332706221685912
334,0.85,10000,0.14,"(36649871750740971435566, 3053950989251, 1645120788)",83.32774013565972,"(-513697780903230835915, 46837000000, 571407780903230835915)",88.92265454646702,"(21741198632759345293577, -147723000000, 1741198632759345293577)",88.91853990530662,5.009473920169518,1.1114557064442645
335,0.9,9999,0.01,"(36649871750740971435566, 3053950989251, 1645120908)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.21273189624802,"(21848835115803571184111, -162041000000, 1848835115803571184111)",92.20810785289487,0.08874060068501029,0.024098904221835953
336,0.9,9999,0.02,"(36649871750740971435566, 3053950989251, 1645120953)",83.32774013565972,"(-72494256122461290678, 6691000000, 80554256122461290678)",91.95153990147364,"(21839709015458667601069, -160836000000, 1839709015458667601069)",91.94697804694887,0.14603339197372128,0.03906842196433551
337,0.9,9999,0.04,"(36649871750740971435566, 3053950989251, 1645121013)",83.32774013565972,"(-145273043603770753635, 13382000000, 161463043603770755683)",91.42686506736817,"(21820622368070480403800, -158364000000, 1820622368070480403800)",91.42234517205615,0.44960288543186727,0.11680986992041238
338,0.9,9999,0.06,"(36649871750740971435566, 3053950989251, 1645121074)",83.32774013565972,"(-218348708124272618852, 20073000000, 242728708124272618852)",90.8992492718989,"(21800471919975707253638, -155815000000, 1800471919975707253638)",90.89482804430465,1.0060585517296017,0.2539509427472721
339,0.9,9999,0.08,"(36649871750740971435566, 3053950989251, 1645121074)",83.32774013565972,"(-291723616102966807590, 26764000000, 324353616102966811686)",90.37189042434706,"(21779848355187535327401, -153244000000, 1779848355187535327401)",90.36758878265238,1.816585403328082,0.4454150195500227
340,0.9,9999,0.1,"(36649871750740971435566, 3053950989251, 1645156330)",83.32774013565972,"(-365380154927210230756, 33455000000, 406340154927210230756)",89.85039436071219,"(21759823271649297978369, -150748000000, 1759823271649297978369)",89.84613191261542,3.1554163824264063,0.750266535016527
341,0.9,9999,0.12,"(36649871750740971435566, 3053950989251, 1645121194)",83.32774013565972,"(-439340733185477777237, 40146000000, 488690733185477777237)",89.32830767671783,"(21739166956514348671373, -148216000000, 1739166956514348671373)",89.3241520692758,4.204843880070417,0.9700570666084468
342,0.9,10000,0.14,"(36649871750740971435566, 3053950989251, 1645121254)",83.32774013565972,"(-513607780903230835915, 46837000000, 571407780903230835915)",88.80645420372527,"(21718015835393429210094, -145661000000, 1718015835393429210094)",88.80239901955663,5.784623780108739,1.2925598123256503
345,0.95,9999,0.01,"(36649871750740971435566, 3053950989251, 1645122578)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.20313097820595,"(21847025621128046133356, -161874000000, 1847025621128046133356)",92.19852631915491,0.09251414764188012,0.025147095066840975
346,0.95,9999,0.02,"(36649871750740971435566, 3053950989251, 1645122639)",83.32774013565972,"(-72494256122461290678, 6691000000, 80554256122461290678)",91.9323629243371,"(21836068692468102338800, -160501000000, 1836068692468102338800)",91.92778535364138,0.16139876536890507,0.043258572762847336
347,0.95,9999,0.04,"(36649871750740971435566, 3053950989251, 1645122684)",83.32774013565972,"(-145273043603770753635, 13382000000, 161463043603770755683)",91.38862274091306,"(21813310110229456647341, -157695000000, 1813310110229456647341)",91.38412862205365,0.5118268591288082,0.13344578545677618
348,0.95,9999,0.06,"(36649871750740971435566, 3053950989251, 1645122744)",83.32774013565972,"(-218338708124272618852, 20073000000, 242728708124272618852)",90.84624006466585,"(21790247068631272589846, -154885000000, 1790247068631272589846)",90.84185763277524,1.1469135706284728,0.29085447394389585
349,0.95,9999,0.08,"(36649871750740971435566, 3053950989251, 1645122744)",83.32774013565972,"(-291693616102966815782, 26764000000, 324353616102966811686)",90.26848876809589,"(21759716051761488681909, -151424000000, 1759716051761488681909)",90.26424195806113,2.0793007540823334,0.5143178483102713
350,0.95,9999,0.1,"(36649871750740971435566, 3053950989251, 1645122804)",83.32774013565972,"(-365340154927210230756, 33455000000, 406340154927210230756)",89.76555713685697,"(21743169469037592228168, -149251000000, 1743169469037592228168)",89.76136777053762,3.543058294077336,0.847906646779464
351,0.95,9999,0.12,"(36649871750740971435566, 3053950989251, 1645122864)",83.32774013565972,"(-439280733185477777237, 40146000000, 488690733185477777237)",89.22726184399987,"(21719146552688676375775, -146427000000, 1719146552688676375775)",89.22315363376354,4.773373264941686,1.108956426668741
352,0.95,10000,0.14,"(36649871750740971435566, 3053950989251, 1645122924)",83.32774013565972,"(-513507780903230835915, 46837000000, 571407780903230835915)",88.69208541968604,"(21695151932256046435778, -143630000000, 1695151932256046435778)",88.68807838502678,6.560048097853497,1.4761213691829558
354,1,9999,0.01,"(36649871750740971435566, 3053950989251, 1645123465)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.1935305599996,"(21845215938489129152743, -161707000000, 1845215938489129152743)",92.1889452832591,0.09625348611407554,0.026187939240707336
355,1,10000,0.02,"(36649871750740971435566, 3053950989251, 1645123465)",83.32774013565972,"(-72484256122461290678, 6691000000, 80554256122461290678)",91.92589482163609,"(21834840591286163617951, -160388000000, 1834840591286163617951)",91.92131185221834,0.17076856603869267,0.04579821779286233
356,1,9999,0.04,"(36649871750740971435566, 3053950989251, 1645123525)",83.32774013565972,"(-145263043603770755683, 13382000000, 161463043603770755683)",91.35670332387,"(21807208758920241011368, -157137000000, 1807208758920241011368)",91.35225904554486,0.5741067295999471,0.15012458461615188
357,1,9999,0.06,"(36649871750740971435566, 3053950989251, 1645123585)",83.32774013565972,"(-218318708124272618852, 20073000000, 242728708124272618852)",90.7974314997975,"(21780819536469459962399, -154028000000, 1780819536469459962399)",90.79305878266113,1.2878934267568074,0.3280102838229993
358,1,9999,0.08,"(36649871750740971435566, 3053950989251, 1645123645)",83.32774013565972,"(-291663616102966815782, 26764000000, 324353616102966811686)",90.2385703642563,"(21753882232160992475568, -150897000000, 1753882232160992475568)",90.23432784564235,2.3193995575218924,0.574985176200692
359,1,9999,0.1,"(36649871750740971435566, 3053950989251, 1645123645)",83.32774013565972,"(-365290154927210230756, 33455000000, 406340154927210230756)",89.68324252532521,"(21726978980462567916740, -147797000000, 1726978980462567916740)",89.67907669998077,3.6703729687220354,0.8844941551582534
360,1,9999,0.12,"(36649871750740971435566, 3053950989251, 1645123706)",83.32774013565972,"(-439210733185477777237, 40146000000, 488690733185477777237)",89.12833066882038,"(21699518249887800830289, -144675000000, 1699518249887800830289)",89.12429941373333,5.341879468833515,1.2496056465270753
361,1,10000,0.14,"(36649871750740971435566, 3053950989251, 1645156510)",83.32774013565972,"(-513417780903230835915, 46837000000, 571407780903230835915)",88.57604461400534,"(21671908902012289422768, -141568000000, 1671908902012289422768)",88.57208815467578,7.335850099950243,1.6626272455044502
362,0.5,10099,0.01,"(36649871750740971435566, 3053950989251, 1645124024)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.28955723466862,"(22036001901123186006188, -179409000000, 2036001901123186006188)",93.20730559103214,-0.30173510362870765,-0.07475741609349085
363,0.5,10099,0.02,"(36649871750740971435566, 3053950989251, 1645124024)",83.32774013565972,"(-72504256122461289654, 6691000000, 80554256122461290678)",92.09231109813017,"(22039214903909752320497, -179303000000, 2039214903909752320497)",93.00808149001993,-0.7162489303502946,-0.17414455508870855
364,0.5,10099,0.04,"(36649871750740971435566, 3053950989251, 1645161283)",83.32774013565972,"(-145333043603770755683, 13382000000, 161463043603770755683)",91.69514122599192,"(22045041408973658605186, -179033000000, 2045041408973658605186)",92.60699590729854,-1.5444183636731519,-0.3622712540834649
365,0.5,10099,0.06,"(36649871750740971435566, 3053950989251, 1645124144)",83.32774013565972,"(-218478708124272618852, 20073000000, 242728708124272618852)",91.302924550493,"(22051668680330017484102, -178834000000, 2051668680330017484102)",92.21085158320264,-2.3711806043092603,-0.5374471090693557
366,0.5,10099,0.08,"(36649871750740971435566, 3053950989251, 1645124204)",83.32774013565972,"(-291953616102966811686, 26764000000, 324353616102966811686)",90.90933943217726,"(22057909990001285766181, -178596000000, 2057909990001285766181)",91.81332436288947,-3.196773702068377,-0.7014996453912806
367,0.5,10099,0.1,"(36649871750740971435566, 3053950989251, 1645124264)",83.32774013565972,"(-365750154927210230756, 33455000000, 406340154927210230756)",90.51815287660612,"(22064492346485574690962, -178386000000, 2064492346485574690962)",91.4182563632127,-4.021218374314987,-0.8556016081746919
368,0.5,10099,0.12,"(36649871750740971435566, 3053950989251, 1645124324)",83.32774013565972,"(-439870733185477777237, 40146000000, 488690733185477777237)",90.1285138411055,"(22071244397739766575625, -178188000000, 2071244397739766575625)",91.02472511316323,-4.8443161212138905,-1.0008814710142593
369,0.5,10098,0.14,"(36649871750740971435566, 3053950989251, 1645124324)",83.32774013565972,"(-514327780903230835915, 46837000000, 571407780903230835915)",89.67475570721041,"(22065332563011979507257, -176838000000, 2065332563011979507257)",90.56652611553518,-5.629645476885884,-1.136267800604964
370,0.55,10099,0.01,"(36649871750740971435566, 3053950989251, 1645161403)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.27995231794117,"(22034201076138887095004, -179241000000, 2034201076138887095004)",93.1976145985095,-0.20449347079701952,-0.05070642359639182
371,0.55,10099,0.02,"(36649871750740971435566, 3053950989251, 1645124504)",83.32774013565972,"(-72504256122461289654, 6691000000, 80554256122461290678)",92.07311944655581,"(22035605351106029101021, -178967000000, 2035605351106029101021)",92.9887207448535,-0.7008025042584465,-0.17066981301330214
372,0.55,10099,0.04,"(36649871750740971435566, 3053950989251, 1645124564)",83.32774013565972,"(-145323043603770755683, 13382000000, 161463043603770755683)",91.66316440306775,"(22038977426998969033918, -178471000000, 2038977426998969033918)",92.57468382842386,-1.4814625126015655,-0.3484126811167513
373,0.55,10099,0.06,"(36649871750740971435566, 3053950989251, 1645124624)",83.32774013565972,"(-218468708124272618852, 20073000000, 242728708124272618852)",91.24979400844609,"(22041535505538523169806, -177899000000, 2041535505538523169806)",92.15721222729576,-2.2291260144063227,-0.5073277390727914
374,0.55,10099,0.08,"(36649871750740971435566, 3053950989251, 1645124684)",83.32774013565972,"(-291923616102966811686, 26764000000, 324353616102966811686)",90.84245728758009,"(22045076127665479717216, -177417000000, 2045076127665479717216)",91.74583575761815,-2.943362290201405,-0.6490031317917528
375,0.55,10098,0.1,"(36649871750740971435566, 3053950989251, 1645124684)",83.32774013565972,"(-365700154927210230756, 33455000000, 406340154927210230756)",90.38968680357395,"(22039656323839442419081, -176115000000, 2039656323839442419081)",91.28856154286711,-3.6053957196785174,-0.7740214091189593
376,0.55,10098,0.12,"(36649871750740971435566, 3053950989251, 1645161523)",83.32774013565972,"(-439800733185477777237, 40146000000, 488690733185477777237)",89.97435952585744,"(22041244246950458229380, -175457000000, 2041244246950458229380)",90.86910765424307,-4.244232057842022,-0.8857149469067533
377,0.55,10099,0.14,"(36649871750740971435566, 3053950989251, 1645124804)",83.32774013565972,"(-514237780903230835915, 46837000000, 571407780903230835915)",89.62153936359182,"(22054905007633824191954, -175893000000, 2054905007633824191954)",90.51279901138952,-4.885266022430615,-0.9877744590312745
378,0.6,10099,0.01,"(36649871750740971435566, 3053950989251, 1645124924)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.2703479010494,"(22032400063982538886658, -179073000000, 2032400063982538886658)",93.18792410981109,-0.29421777509566793,-0.0730177943258202
379,0.6,10099,0.02,"(36649871750740971435566, 3053950989251, 1645124984)",83.32774013565972,"(-72504256122461289654, 6691000000, 80554256122461290678)",92.0539297949197,"(22031995047090295790301, -178631000000, 2031995047090295790301)",92.96936201498177,-0.6853538238626284,-0.16718313500506346
380,0.6,10099,0.04,"(36649871750740971435566, 3053950989251, 1645125045)",83.32774013565972,"(-145323043603770755683, 13382000000, 161463043603770755683)",91.62487268331088,"(22031723767101110469329, -177799000000, 2031723767101110469329)",92.53605472269318,-1.418778888089762,-0.3347219759443661
381,0.6,10099,0.06,"(36649871750740971435566, 3053950989251, 1645125045)",83.32774013565972,"(-218448708124272618852, 20073000000, 242728708124272618852)",91.20086965498075,"(22032199100239609145872, -177038000000, 2032199100239609145872)",92.10783192708455,-2.0869321406594663,-0.4767659602787322
382,0.6,10098,0.08,"(36649871750740971435566, 3053950989251, 1645125105)",83.32774013565972,"(-291893616102966811686, 26764000000, 324353616102966811686)",90.73881488452052,"(22025148087798998456595, -175588000000, 2025148087798998456595)",91.64118879817599,-2.677891845669227,-0.5950547885481715
383,0.6,10103,0.1,"(36649871750740971435566, 3053950989251, 1645125165)",83.32774013565972,"(-365660154927210230756, 33455000000, 406340154927210230756)",90.35034677730022,"(22032048644462345875022, -175420000000, 2032048644462345875022)",91.24888910025508,-3.3995102532616266,-0.7317136280608806
384,0.6,10099,0.12,"(36649871750740971435566, 3053950989251, 1645125225)",83.32774013565972,"(-439740733185477777237, 40146000000, 488690733185477777237)",89.92759414719326,"(22032127488567605724701, -174628000000, 2032127488567605724701)",90.82189603337731,-3.698233282863696,-0.7734343723727604
385,0.6,10099,0.14,"(36649871750740971435566, 3053950989251, 1645125285)",83.32774013565972,"(-514147780903230835915, 46837000000, 571407780903230835915)",89.50485820056173,"(22032008910280142094897, -173820000000, 2032008910280142094897)",90.39499634640894,-4.103574286561354,-0.8349821269112289
386,0.65,10099,0.01,"(36649871750740971435566, 3053950989251, 1645125405)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.26074398399332,"(22030598864624958758964, -178905000000, 2030598864624958758964)",93.1782341249369,-0.2904585708025862,-0.07214566266994349
387,0.65,10099,0.02,"(36649871750740971435566, 3053950989251, 1645125465)",83.32774013565972,"(-72504256122461289654, 6691000000, 80554256122461290678)",92.03474214322186,"(22028383991628017152246, -178295000000, 2028383991628017152246)",92.95000530040474,-0.6699028882409008,-0.16368445625437525
388,0.65,10099,0.04,"(36649871750740971435566, 3053950989251, 1645125525)",83.32774013565972,"(-145313043603770757731, 13382000000, 161463043603770755683)",91.59290876846707,"(22025655138070414144851, -177237000000, 2025655138070414144851)",92.50375502353023,-1.3558051271101201,-0.3207074246849817
389,0.65,10099,0.06,"(36649871750740971435566, 3053950989251, 1645125585)",83.32774013565972,"(-218428708124272618852, 20073000000, 242728708124272618852)",91.15195957134704,"(22022857691258757503262, -176177000000, 2022857691258757503262)",92.05846486005905,-1.9447135531462052,-0.44596730273656743
390,0.65,10099,0.08,"(36649871750740971435566, 3053950989251, 1645125630)",83.32774013565972,"(-291863616102966811686, 26764000000, 324353616102966811686)",90.70877116778831,"(22019369173426661028476, -175058000000, 2019369173426661028476)",91.61087579739633,-2.436159260772272,-0.5424036936274031
391,0.65,10099,0.1,"(36649871750740971435566, 3053950989251, 1645125630)",83.32774013565972,"(-365610154927210230756, 33455000000, 406340154927210230756)",90.26774808207134,"(22016034356153014030274, -173958000000, 2016034356153014030274)",91.16546241059785,-2.8296303458057843,-0.6122156003915414
392,0.65,10098,0.12,"(36649871750740971435566, 3053950989251, 1645125691)",83.32774013565972,"(-439670733185477777237, 40146000000, 488690733185477777237)",89.7735939933735,"(22002060342590443873133, -171897000000, 2002060342590443873133)",90.66645212538704,-3.0977354188413844,-0.6544624507455252
393,0.65,10099,0.14,"(36649871750740971435566, 3053950989251, 1645125751)",83.32774013565972,"(-514057780903230835915, 46837000000, 571407780903230835915)",89.38825719000289,"(22009082979153737508683, -171747000000, 2009082979153737508683)",90.27727039159015,-3.321555478307173,-0.6801796994067556
394,0.7,10099,0.01,"(36649871750740971435566, 3053950989251, 1645125872)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.25114056677292,"(22028797478036958022804, -178737000000, 2028797478036958022804)",93.16854464388696,-0.28669900638035206,-0.07127197812340998
395,0.7,10099,0.02,"(36649871750740971435566, 3053950989251, 1645125933)",83.32774013565972,"(-72504256122461289654, 6691000000, 80554256122461290678)",92.01555649146228,"(22024761433936401962887, -177958000000, 2024761433936401962887)",92.93059300085864,-0.6544037014612544,-0.1601632447625474
396,0.7,10099,0.04,"(36649871750740971435566, 3053950989251, 1645125993)",83.32774013565972,"(-145303043603770755683, 13382000000, 161463043603770755683)",91.56095108229921,"(22019595194785845887574, -176676000000, 2019595194785845887574)",92.47151842018815,-1.2929175276618006,-0.30663827090315665
397,0.7,10099,0.06,"(36649871750740971435566, 3053950989251, 1645125993)",83.32774013565972,"(-218418708124272618852, 20073000000, 242728708124272618852)",91.09887441622894,"(22012707748257673877197, -175242000000, 2012707748257673877197)",92.00486985084825,-1.6985633205790898,-0.39108875901177836
398,0.7,10099,0.08,"(36649871750740971435566, 3053950989251, 1645126068)",83.32774013565972,"(-291833616102966807590, 26764000000, 324353616102966811686)",90.64196719014325,"(22006506958063407652587, -173879000000, 2006506958063407652587)",91.54346165311145,-2.1825557528977573,-0.4883229695093063
399,0.7,10098,0.1,"(36649871750740971435566, 3053950989251, 1645126128)",83.32774013565972,"(-365570154927210230756, 33455000000, 406340154927210230756)",90.18270461924892,"(21999533755141122023526, -172453000000, 1999533755141122023526)",91.07962184953898,-2.432313083703169,-0.5293023513498946
400,0.7,10098,0.12,"(36649871750740971435566, 3053950989251, 1645126188)",83.32774013565972,"(-439610733185477777237, 40146000000, 488690733185477777237)",89.72691051909956,"(21992934238373802361701, -171069000000, 1992934238373802361701)",90.61935006536741,-2.551588072657807,-0.5402541794113169
401,0.7,10098,0.14,"(36649871750740971435566, 3053950989251, 1645126248)",83.32774013565972,"(-513967780903230835915, 46837000000, 571407780903230835915)",89.27173632561721,"(21986138236842778823747, -169675000000, 1986138236842778823747)",90.15967788157279,-2.5395409926008554,-0.5233901455925717
402,0.75,10099,0.01,"(36649871750740971435566, 3053950989251, 1645126308)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.24153764938816,"(22026995904189341920556, -178569000000, 2026995904189341920556)",93.15885566666124,-0.28293908174532206,-0.07039673638448728
403,0.75,10100,0.02,"(36649871750740971435566, 3053950989251, 1645126368)",83.32774013565972,"(-72494256122461290678, 6691000000, 80554256122461290678)",92.00908283251279,"(22023546579094292362299, -177845000000, 2023546579094292362299)",92.92408428602711,-0.644886430815781,-0.15792165194449798
404,0.75,10099,0.04,"(36649871750740971435566, 3053950989251, 1645126428)",83.32774013565972,"(-145293043603770753635, 13382000000, 161463043603770755683)",91.52899962457816,"(22013522332063992429985, -176114000000, 2013522332063992429985)",92.43922998716481,-0.8842828804101188,-0.21021025995701567
405,0.75,10099,0.06,"(36649871750740971435566, 3053950989251, 1645126488)",83.32774013565972,"(-218398708124272618852, 20073000000, 242728708124272618852)",91.04999341900444,"(22003355888908625821134, -174381000000, 2003355888908625821134)",91.95553038754113,-1.6602887126830574,-0.38380065093920157
406,0.75,10098,0.08,"(36649871750740971435566, 3053950989251, 1645126548)",83.32774013565972,"(-291803616102966815782, 26764000000, 324353616102966811686)",90.556804213529,"(21990085432906141417465, -172375000000, 1990085432906141417465)",91.45750032137089,-1.9228855587683018,-0.43298625355875425
407,0.75,10098,0.1,"(36649871750740971435566, 3053950989251, 1645126578)",83.32774013565972,"(-365520154927210230756, 33455000000, 406340154927210230756)",90.10018719247289,"(21983500691357355946247, -170992000000, 1983500691357355946247)",90.9963295893922,-1.6696540432319653,-0.3650960680127516
408,0.75,10098,0.12,"(36649871750740971435566, 3053950989251, 1645126638)",83.32774013565972,"(-439540733185477777237, 40146000000, 488690733185477777237)",89.6276864206516,"(21973497925330318977537, -169307000000, 1973497925330318977537)",90.51915670300926,-1.977707718046885,-0.42133414665975355
409,0.75,10098,0.14,"(36649871750740971435566, 3053950989251, 1645126698)",83.32774013565972,"(-513877780903230835915, 46837000000, 571407780903230835915)",89.1552956011031,"(21963152477435467637645, -167602000000, 1963152477435467637645)",90.0421053100731,-1.7568655681450953,-0.3644357878891141
410,0.8,10099,0.01,"(36649871750740971435566, 3053950989251, 1645126819)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.2319352318391,"(22025183417723456828041, -178400000000, 2025183417723456828041)",93.14910952528362,-0.2791564130864419,-0.06951470938488465
411,0.8,10099,0.02,"(36649871750740971435566, 3053950989251, 1645126879)",83.32774013565972,"(-72494256122461290678, 6691000000, 80554256122461290678)",91.98989985556148,"(22019933764867252388740, -177509000000, 2019933764867252388740)",92.90473228580021,-0.6231893836998493,-0.15286160785800584
