id,beta,debt_ratio,liquidity_ratio,base_reserves_begin,market_price_begin,user_a_position,liquidate_price,user_b_position,market_price_after_b,profit_loss,profit_percent
194,0.6,10099,0.04,"(36649871750740971435566, 3053950989251, 1645084642)",83.32774013565972,"(-145323043603770755683, 13382000000, 161463043603770755683)",91.62487268331088,"(22031723767101110469329, -177799000000, 2031723767101110469329)",92.53605472269318,-1.418778888089762,
195,0.6,10099,0.06,"(36649871750740971435566, 3053950989251, 1645084717)",83.32774013565972,"(-218448708124272618852, 20073000000, 242728708124272618852)",91.20086965498075,"(22032199100239609145872, -177038000000, 2032199100239609145872)",92.10783192708455,-2.0869321406594663,
196,0.6,10099,0.08,"(36649871750740971435566, 3053950989251, 1645084777)",83.32774013565972,"(-291893616102966811686, 26764000000, 324353616102966811686)",90.77560119985874,"(22032221930022729932536, -176237000000, 2032221930022729932536)",91.67831475499466,-2.689698654815392,
197,0.6,10099,0.1,"(36649871750740971435566, 3053950989251, 1645084837)",83.32774013565972,"(-365660154927210230756, 33455000000, 406340154927210230756)",90.35034677730022,"(22032048644462345875022, -175420000000, 2032048644462345875022)",91.24888910025508,-3.227134112920914,
198,0.6,10099,0.12,"(36649871750740971435566, 3053950989251, 1645084897)",83.32774013565972,"(-439740733185477777237, 40146000000, 488690733185477777237)",89.92759414719326,"(22032127488567605724701, -174628000000, 2032127488567605724701)",90.82189603337731,-3.698233282863696,
199,0.6,10098,0.14,"(36649871750740971435566, 3053950989251, 1645084897)",83.32774013565972,"(-514147780903230835915, 46837000000, 571407780903230835915)",89.44136263033252,"(22019526662610554653893, -172691000000, 2019526662610554653893)",90.33087076888769,-4.06626062367457,
200,0.65,10099,0.01,"(36649871750740971435566, 3053950989251, 1645085017)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.26074398399332,"(22030598864624958758964, -178905000000, 2030598864624958758964)",93.1782341249369,-0.2904585708025862,
201,0.65,10099,0.02,"(36649871750740971435566, 3053950989251, 1645085122)",83.32774013565972,"(-72504256122461289654, 6691000000, 80554256122461290678)",92.03474214322186,"(22028383991628017152246, -178295000000, 2028383991628017152246)",92.95000530040474,-0.6699028882409008,
202,0.65,10099,0.04,"(36649871750740971435566, 3053950989251, 1645085182)",83.32774013565972,"(-145313043603770757731, 13382000000, 161463043603770755683)",91.59290876846707,"(22025655138070414144851, -177237000000, 2025655138070414144851)",92.50375502353023,-1.3558051271101201,
203,0.65,10099,0.06,"(36649871750740971435566, 3053950989251, 1645085242)",83.32774013565972,"(-218428708124272618852, 20073000000, 242728708124272618852)",91.15195957134704,"(22022857691258757503262, -176177000000, 2022857691258757503262)",92.05846486005905,-1.9447135531462052,
204,0.65,10099,0.08,"(36649871750740971435566, 3053950989251, 1645085302)",83.32774013565972,"(-291863616102966811686, 26764000000, 324353616102966811686)",90.70877116778831,"(22019369173426661028476, -175058000000, 2019369173426661028476)",91.61087579739633,-2.436159260772272,
205,0.65,10099,0.1,"(36649871750740971435566, 3053950989251, 1645085362)",83.32774013565972,"(-365610154927210230756, 33455000000, 406340154927210230756)",90.26774808207134,"(22016034356153014030274, -173958000000, 2016034356153014030274)",91.16546241059785,-2.8296303458057843,
206,0.65,10099,0.12,"(36649871750740971435566, 3053950989251, 1645085362)",83.32774013565972,"(-439670733185477777237, 40146000000, 488690733185477777237)",89.82825272144115,"(22012745525094422246564, -172867000000, 2012745525094422246564)",90.7216476412727,-3.125050615423461,
207,0.65,10099,0.14,"(36649871750740971435566, 3053950989251, 1645085422)",83.32774013565972,"(-514057780903230835915, 46837000000, 571407780903230835915)",89.38825719000289,"(22009082979153737508683, -171747000000, 2009082979153737508683)",90.27727039159015,-3.321555478307173,
208,0.7,10099,0.01,"(36649871750740971435566, 3053950989251, 1645085602)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.25114056677292,"(22028797478036958022804, -178737000000, 2028797478036958022804)",93.16854464388696,-0.28669900638035206,
209,0.7,10099,0.02,"(36649871750740971435566, 3053950989251, 1645085602)",83.32774013565972,"(-72504256122461289654, 6691000000, 80554256122461290678)",92.01555649146228,"(22024761433936401962887, -177958000000, 2024761433936401962887)",92.93059300085864,-0.6544037014612544,
210,0.7,10101,0.04,"(36649871750740971435566, 3053950989251, 1645085662)",83.32774013565972,"(-145303043603770755683, 13382000000, 161463043603770755683)",91.56095108229921,"(22019595194785845887574, -176676000000, 2019595194785845887574)",92.47151842018815,-1.321029288052224,
211,0.7,10101,0.06,"(36649871750740971435566, 3053950989251, 1645085723)",83.32774013565972,"(-218418708124272618852, 20073000000, 242728708124272618852)",91.09887441622894,"(22012707748257673877197, -175242000000, 2012707748257673877197)",92.00486985084825,-1.8637068831481498,
212,0.7,10099,0.08,"(36649871750740971435566, 3053950989251, 1645085812)",83.32774013565972,"(-291833616102966807590, 26764000000, 324353616102966811686)",90.64196719014325,"(22006506958063407652587, -173879000000, 2006506958063407652587)",91.54346165311145,-2.1825557528977573,
213,0.7,10098,0.1,"(36649871750740971435566, 3053950989251, 1645085872)",83.32774013565972,"(-365570154927210230756, 33455000000, 406340154927210230756)",90.18270461924892,"(21999533755141122023526, -172453000000, 1999533755141122023526)",91.07962184953898,-2.432313083703169,
214,0.7,10098,0.12,"(36649871750740971435566, 3053950989251, 1645085872)",83.32774013565972,"(-439610733185477777237, 40146000000, 488690733185477777237)",89.72691051909956,"(21992934238373802361701, -171069000000, 1992934238373802361701)",90.61935006536741,-2.551588072657807,
215,0.7,10098,0.14,"(36649871750740971435566, 3053950989251, 1645085932)",83.32774013565972,"(-513967780903230835915, 46837000000, 571407780903230835915)",89.20829021518769,"(21973623419921520391240, -168546000000, 1973623419921520391240)",90.09563583987752,-2.5022304566291425,
216,0.75,10093,0.01,"(36649871750740971435566, 3053950989251, 1645086052)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.24153764938816,"(22026995904189341920556, -178569000000, 2026995904189341920556)",93.15885566666124,-0.25965524115203525,
217,0.75,10099,0.02,"(36649871750740971435566, 3053950989251, 1645086127)",83.32774013565972,"(-72494256122461290678, 6691000000, 80554256122461290678)",92.00908283251279,"(22023546579094292362299, -177845000000, 2023546579094292362299)",92.92408428602711,-0.4567433646508489,
218,0.75,10099,0.04,"(36649871750740971435566, 3053950989251, 1645086187)",83.32774013565972,"(-145293043603770753635, 13382000000, 161463043603770755683)",91.52899962457816,"(22013522332063992429985, -176114000000, 2013522332063992429985)",92.43922998716481,-0.8842828804101188,
219,0.75,10099,0.06,"(36649871750740971435566, 3053950989251, 1645086247)",83.32774013565972,"(-218398708124272618852, 20073000000, 242728708124272618852)",91.04999341900444,"(22003355888908625821134, -174381000000, 2003355888908625821134)",91.95553038754113,-1.2485718619263464,
220,0.75,10099,0.08,"(36649871750740971435566, 3053950989251, 1645086307)",83.32774013565972,"(-291803616102966815782, 26764000000, 324353616102966811686)",90.57518926569787,"(21993624352006098958234, -172699000000, 1993624352006098958234)",91.47601517463046,-1.5394721505095652,
221,0.75,10098,0.1,"(36649871750740971435566, 3053950989251, 1645086367)",83.32774013565972,"(-365520154927210230756, 33455000000, 406340154927210230756)",90.10018719247289,"(21983500691357355946247, -170992000000, 1983500691357355946247)",90.9963295893922,-1.6696540432319653,
222,0.75,10091,0.12,"(36649871750740971435566, 3053950989251, 1645086427)",83.32774013565972,"(-439540733185477777237, 40146000000, 488690733185477777237)",89.6276864206516,"(21973497925330318977537, -169307000000, 1973497925330318977537)",90.51915670300926,-1.6370418009419285,
223,0.75,10092,0.14,"(36649871750740971435566, 3053950989251, 1645086487)",83.32774013565972,"(-513877780903230835915, 46837000000, 571407780903230835915)",89.1552956011031,"(21963152477435467637645, -167602000000, 1963152477435467637645)",90.0421053100731,-1.4408660008269056,
224,0.8,10099,0.01,"(36649871750740971435566, 3053950989251, 1645086607)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.2319352318391,"(22025183417723456828041, -178400000000, 2025183417723456828041)",93.14910952528362,-0.2800230303969034,
225,0.8,10099,0.02,"(36649871750740971435566, 3053950989251, 1645086697)",83.32774013565972,"(-72494256122461290678, 6691000000, 80554256122461290678)",91.98989985556148,"(22019933764867252388740, -177509000000, 2019933764867252388740)",92.90473228580021,-0.6231893836998493,
226,0.8,10099,0.04,"(36649871750740971435566, 3053950989251, 1645086697)",83.32774013565972,"(-145293043603770753635, 13382000000, 161463043603770755683)",91.49073594126436,"(22006258047090014973156, -175442000000, 2006258047090014973156)",92.400629155477,-1.167197997832663,
227,0.8,10099,0.06,"(36649871750740971435566, 3053950989251, 1645086757)",83.32774013565972,"(-218378708124272618852, 20073000000, 242728708124272618852)",91.00112668977364,"(21993999013447343806355, -173520000000, 1993999013447343806355)",91.90620415741971,-1.5179903337887484,
228,0.8,10098,0.08,"(36649871750740971435566, 3053950989251, 1645087147)",83.32774013565972,"(-291773616102966811686, 26764000000, 324353616102966811686)",90.50843739322586,"(21980743179712097379831, -171520000000, 1980743179712097379831)",91.40865067801857,-1.6749674082834667,
229,0.8,10098,0.1,"(36649871750740971435566, 3053950989251, 1645087207)",83.32774013565972,"(-365480154927210230756, 33455000000, 406340154927210230756)",90.01522638452364,"(21966969428350929902251, -169487000000, 1966969428350929902251)",90.91056871099744,-1.637225596985187,
230,0.8,10098,0.12,"(36649871750740971435566, 3053950989251, 1645087267)",83.32774013565972,"(-439480733185477777237, 40146000000, 488690733185477777237)",89.52646292580472,"(21953642329342392092847, -167509000000, 1953642329342392092847)",90.41697338729142,-1.403808452808991,
231,0.8,10098,0.14,"(36649871750740971435566, 3053950989251, 1645087327)",83.32774013565972,"(-513787780903230835915, 46837000000, 571407780903230835915)",89.03893501015577,"(21940147818663318033489, -165530000000, 1940147818663318033489)",89.92466610938385,-0.9741930656239812,
232,0.85,10099,0.01,"(36649871750740971435566, 3053950989251, 1645087447)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.22233331412572,"(22023381468153925751273, -178232000000, 2023381468153925751273)",93.13942155870532,-0.27539576562924034,
233,0.85,10099,0.02,"(36649871750740971435566, 3053950989251, 1645087507)",83.32774013565972,"(-72494256122461290678, 6691000000, 80554256122461290678)",91.97071887854842,"(22016309442624747243968, -177172000000, 2016309442624747243968)",92.885324714635,-0.6076860054688845,
234,0.85,10099,0.04,"(36649871750740971435566, 3053950989251, 1645087567)",83.32774013565972,"(-145283043603770755683, 13382000000, 161463043603770755683)",91.45879739039044,"(22000191343075450770782, -174881000000, 2000191343075450770782)",92.36841052785807,-1.104285330596569,
235,0.85,10094,0.06,"(36649871750740971435566, 3053950989251, 1645087567)",83.32774013565972,"(-218368708124272618852, 20073000000, 242728708124272618852)",90.94808691793057,"(21983832260580574344500, -172585000000, 1983832260580574344500)",91.85265349490497,-1.2750269539277768,
236,0.85,10098,0.08,"(36649871750740971435566, 3053950989251, 1645087642)",83.32774013565972,"(-291753616102966811686, 26764000000, 324353616102966811686)",90.43858952652745,"(21967240001862723732480, -170285000000, 1967240001862723732480)",91.33811311983321,-1.421081613021883,
237,0.85,10098,0.1,"(36649871750740971435566, 3053950989251, 1645087702)",83.32774013565972,"(-365430154927210230756, 33455000000, 406340154927210230756)",89.93279021671779,"(21950906557519649691678, -168026000000, 1950906557519649691678)",90.82735380392195,-1.2394734639512208,
238,0.85,10098,0.12,"(36649871750740971435566, 3053950989251, 1645087762)",83.32774013565972,"(-439410733185477777237, 40146000000, 488690733185477777237)",89.42735613852524,"(21934173582992553027512, -165748000000, 1934173582992553027512)",90.31694878153824,-0.8297969516473132,
239,0.85,10098,0.14,"(36649871750740971435566, 3053950989251, 1645087822)",83.32774013565972,"(-513697780903230835915, 46837000000, 571407780903230835915)",88.92265454646702,"(21917113120868213789050, -163458000000, 1917113120868213789050)",89.80730354486539,-0.1911903125683917,
240,0.9,10099,0.01,"(36649871750740971435566, 3053950989251, 1645087882)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.21273189624802,"(22021579331236984703810, -178064000000, 2021579331236984703810)",93.12973409595124,-0.2716347577074879,
241,0.9,10099,0.02,"(36649871750740971435566, 3053950989251, 1645087942)",83.32774013565972,"(-72494256122461290678, 6691000000, 80554256122461290678)",91.95153990147364,"(22012695121462050451145, -176836000000, 2012695121462050451145)",92.86597675099542,-0.41137037273127014,
242,0.9,10099,0.04,"(36649871750740971435566, 3053950989251, 1645088002)",83.32774013565972,"(-145273043603770753635, 13382000000, 161463043603770755683)",91.42686506736817,"(21994111704027700761048, -174319000000, 1994111704027700761048)",92.33614010260017,-1.0412721122632131,
243,0.9,10098,0.06,"(36649871750740971435566, 3053950989251, 1645088077)",83.32774013565972,"(-218348708124272618852, 20073000000, 242728708124272618852)",90.8992492718989,"(21974464908779223216926, -171724000000, 1974464908779223216926)",91.80335486850194,-1.233388477080063,
244,0.9,10098,0.08,"(36649871750740971435566, 3053950989251, 1645088077)",83.32774013565972,"(-291723616102966807590, 26764000000, 324353616102966811686)",90.37189042434706,"(21954339387238353277566, -169106000000, 1954339387238353277566)",91.27079942842802,-1.1672130366310685,
245,0.9,10098,0.1,"(36649871750740971435566, 3053950989251, 1645088137)",83.32774013565972,"(-365380154927210230756, 33455000000, 406340154927210230756)",89.80469668287812,"(21925908976337260872409, -165755000000, 1925908976337260872409)",90.69807896790842,-0.822794472838549,
246,0.9,10091,0.12,"(36649871750740971435566, 3053950989251, 1645088197)",83.32774013565972,"(-439340733185477777237, 40146000000, 488690733185477777237)",89.32830767671783,"(21914683279570686977241, -163987000000, 1914683279570686977241)",90.21697953296514,0.06108073259031125,
247,0.9,10098,0.14,"(36649871750740971435566, 3053950989251, 1645088257)",83.32774013565972,"(-513607780903230835915, 46837000000, 571407780903230835915)",88.80645420372527,"(21894037186241022138956, -161385000000, 1894037186241022138956)",89.68996102984214,0.8734421776684611,
252,0.95,10099,0.01,"(36653686176055313732930, 3054268836692, 1645089503)",83.32774013564989,"(-36206933262793015093, 3345000000, 40226933262793014581)",92.20316165702481,"(42046885113049732885284, -177915000000, 2019991975458252893446)",93.1200951927807,-0.267871965815332,
253,0.95,10099,0.02,"(36649871750740971435566, 3053950989251, 1645089565)",83.32774013565972,"(-72494256122461290678, 6691000000, 80554256122461290678)",91.9323629243371,"(22009080047598204269236, -176500000000, 2009080047598204269236)",92.84663080265052,-0.5767644718435769,
254,0.95,10099,0.04,"(36649871750740971435566, 3053950989251, 1645089625)",83.32774013565972,"(-145273043603770753635, 13382000000, 161463043603770755683)",91.38862274091306,"(21986839311739798852528, -173647000000, 1986839311739798852528)",92.2975608033294,-0.9785035072376648,
255,0.95,10101,0.06,"(36649871750740971435566, 3053950989251, 1645089625)",83.32774013565972,"(-218338708124272618852, 20073000000, 242728708124272618852)",90.84624006466585,"(21964286769613373562892, -170789000000, 1964286769613373562892)",91.7498341821506,-1.153339505104231,
256,0.95,10098,0.08,"(36649871750740971435566, 3053950989251, 1645089685)",83.32774013565972,"(-291693616102966815782, 26764000000, 324353616102966811686)",90.30521737066591,"(21941429260957434364201, -167927000000, 1941429260957434364201)",91.20351055033629,-0.9132798227430386,
257,0.95,10098,0.1,"(36649871750740971435566, 3053950989251, 1645089745)",83.32774013565972,"(-365340154927210230756, 33455000000, 406340154927210230756)",89.76555713685697,"(21918251785895934306378, -165060000000, 1918251785895934306378)",90.65853505418708,-0.4436378355070082,
258,0.95,10098,0.12,"(36649871750740971435566, 3053950989251, 1645089805)",83.32774013565972,"(-439280733185477777237, 40146000000, 488690733185477777237)",89.22726184399987,"(21894761191042691954136, -162189000000, 1894761191042691954136)",90.1149669656173,0.31666573256114444,
259,0.95,10098,0.14,"(36649871750740971435566, 3053950989251, 1645089865)",83.32774013565972,"(-513507780903230835915, 46837000000, 571407780903230835915)",88.69208541968604,"(21871287974370759385968, -159344000000, 1871287974370759385968)",89.57450482331119,1.3632594758227512,
260,1,10099,0.01,"(36649871750740971435566, 3053950989251, 1645089985)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.1935305599996,"(22017974495243990286038, -177728000000, 2017974495243990286038)",93.11036068191576,-0.2641116601360053,
261,1,10099,0.02,"(36649871750740971435566, 3053950989251, 1645090045)",83.32774013565972,"(-72484256122461290678, 6691000000, 80554256122461290678)",91.92589482163609,"(22007864094650295743636, -176387000000, 2007864094650295743636)",92.84012502882544,-0.5610071237866427,
262,1,10098,0.04,"(36649871750740971435566, 3053950989251, 1645090045)",83.32774013565972,"(-145263043603770755683, 13382000000, 161463043603770755683)",91.33815827145649,"(21977224703785065408200, -172759000000, 1977224703785065408200)",92.2465933792245,-0.9126954807624461,
263,1,10098,0.06,"(36649871750740971435566, 3053950989251, 1645090105)",83.32774013565972,"(-218318708124272618852, 20073000000, 242728708124272618852)",90.7974314997975,"(21954908923867490764456, -169928000000, 1954908923867490764456)",91.70056315946594,-0.5587345293637365,
264,1,10098,0.08,"(36649871750740971435566, 3053950989251, 1645090195)",83.32774013565972,"(-291663616102966815782, 26764000000, 324353616102966811686)",90.2385703642563,"(21928509612496634069040, -166748000000, 1928509612496634069040)",91.13624648555802,-0.6592818671407737,
265,1,10098,0.1,"(36649871750740971435566, 3053950989251, 1645090195)",83.32774013565972,"(-365290154927210230756, 33455000000, 406340154927210230756)",89.68324252532521,"(21902144270723878642254, -163599000000, 1902144270723878642254)",90.57543560296006,-0.04552438826657213,
266,1,10098,0.12,"(36649871750740971435566, 3053950989251, 1645090255)",83.32774013565972,"(-439210733185477777237, 40146000000, 488690733185477777237)",89.07379981587063,"(21864447081085838714700, -159457000000, 1864447081085838714700)",89.96007279024376,0.9128559151748259,
267,1,10093,0.14,"(36649871750740971435566, 3053950989251, 1645090315)",83.32774013565972,"(-513417780903230835915, 46837000000, 571407780903230835915)",88.57604461400534,"(21848163243555556562041, -157272000000, 1848163243555556562041)",89.45737105770799,2.4083133030496224,
268,,,,,,,,,,,
269,0.5,9999,0.01,"(36649871750740971435566, 3053950989251, 1645116573)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.28721577581727,"(21862882101156315323300, -163338000000, 1862882101156315323300)",92.28253946685706,0.05857519971054517,0.015792843013818666
270,0.5,10000,0.02,"(36649871750740971435566, 3053950989251, 1645116633)",83.32774013565972,"(-72504256122461289654, 6691000000, 80554256122461290678)",92.09231109813017,"(21866352596338617804078, -163290000000, 1866352596338617804078)",92.08763277448224,0.016144725622633554,0.004261990872155492
271,0.5,9999,0.04,"(36649871750740971435566, 3053950989251, 1645116708)",83.32774013565972,"(-145333043603770755683, 13382000000, 161463043603770755683)",91.69514122599192,"(21871799013994445025936, -163054000000, 1871799013994445025936)",91.69048522541306,-0.04994490286242635,-0.012665122086996092
272,0.5,9999,0.06,"(36649871750740971435566, 3053950989251, 1645116768)",83.32774013565972,"(-218478708124272618852, 20073000000, 242728708124272618852)",91.302924550493,"(21878063153456923517502, -162890000000, 1878063153456923517502)",91.29830736781518,-0.1223633660233608,-0.029840988218804564
273,0.5,9999,0.08,"(36649871750740971435566, 3053950989251, 1645116828)",83.32774013565972,"(-291953616102966811686, 26764000000, 324353616102966811686)",90.90933943217726,"(21883935568781019484905, -162687000000, 1883935568781019484905)",90.90474908038776,-0.19491687965754392,-0.045789009367829585
274,0.5,9999,0.1,"(36649871750740971435566, 3053950989251, 1645116828)",83.32774013565972,"(-365750154927210230756, 33455000000, 406340154927210230756)",90.51815287660612,"(21890139481227462857868, -162511000000, 1890139481227462857868)",90.51357657555135,-0.2674970365452074,-0.06060382723654519
275,0.5,9999,0.12,"(36649871750740971435566, 3053950989251, 1645116889)",83.32774013565972,"(-439870733185477777237, 40146000000, 488690733185477777237)",90.07380114370748,"(21885823282528051044382, -161383000000, 1885823282528051044382)",90.06925592678617,-0.3142391507523648,-0.06903652353858772
276,0.5,9999,0.14,"(36649871750740971435566, 3053950989251, 1645152099)",83.32774013565972,"(-514327780903230835915, 46837000000, 571407780903230835915)",89.67475570721041,"(21890149269157748365000, -161036000000, 1890149269157748365000)",89.67021337029932,-0.3774430842313334,-0.08020917964640915
277,0.55,9999,0.01,"(36649871750740971435566, 3053950989251, 1645117100)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.27995231794117,"(21861517971725936019499, -163212000000, 1861517971725936019499)",92.27530732237076,0.06229080730042982,0.01680634083824384
278,0.55,9999,0.02,"(36649871750740971435566, 3053950989251, 1645117161)",83.32774013565972,"(-72504256122461289654, 6691000000, 80554256122461290678)",92.07311944655581,"(21862728682403833110289, -162956000000, 1862728682403833110289)",92.06848273857884,0.03787711806399357,0.010017072613547832
279,0.55,9999,0.04,"(36649871750740971435566, 3053950989251, 1645117221)",83.32774013565972,"(-145323043603770755683, 13382000000, 161463043603770755683)",91.66316440306775,"(21865718040644331958338, -162496000000, 1865718040644331958338)",91.65856226909561,0.012893997231585606,0.003279001842024764
280,0.55,9999,0.06,"(36649871750740971435566, 3053950989251, 1645117281)",83.32774013565972,"(-218468708124272618852, 20073000000, 242728708124272618852)",91.24979400844609,"(21867883474454243046186, -161960000000, 1867883474454243046186)",91.2452195023709,0.01966143151565674,0.004816297693570133
281,0.55,9999,0.08,"(36649871750740971435566, 3053950989251, 1645117342)",83.32774013565972,"(-291923616102966811686, 26764000000, 324353616102966811686)",90.84245728758009,"(21871028462741925460454, -161513000000, 1871028462741925460454)",90.83788003588874,0.05857683937545782,0.013832334174845385
282,0.55,9999,0.1,"(36649871750740971435566, 3053950989251, 1645117402)",83.32774013565972,"(-365700154927210230756, 33455000000, 406340154927210230756)",90.43547290344883,"(21874083509840218634630, -161057000000, 1874083509840218634630)",90.43094134203322,0.1289989683002542,0.029398195244148113
283,0.55,9999,0.12,"(36649871750740971435566, 3053950989251, 1645152699)",83.32774013565972,"(-439800733185477777237, 40146000000, 488690733185477777237)",90.02905507192804,"(21877069498672293659446, -160594000000, 1877069498672293659446)",90.02452024871685,0.2311738370643895,0.050895225674926554
284,0.55,10000,0.14,"(36649871750740971435566, 3053950989251, 1645152759)",83.32774013565972,"(-514237780903230835915, 46837000000, 571407780903230835915)",89.62153936359182,"(21879673257632008549156, -160096000000, 1879673257632008549156)",89.61703564616842,0.36516637859519624,0.07774642655782725
285,0.6,9999,0.01,"(36649871750740971435566, 3053950989251, 1645117599)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.2703479010494,"(21859709794223004207537, -163045000000, 1859709794223004207537)",92.2657222977594,0.06606180179941062,0.0178402648312423
286,0.6,9999,0.02,"(36649871750740971435566, 3053950989251, 1645117659)",83.32774013565972,"(-72504256122461289654, 6691000000, 80554256122461290678)",92.0539297949197,"(21859093161592875232448, -162621000000, 1859093161592875232448)",92.04927736756531,0.05338799235579139,0.014144741149953122
287,0.6,9999,0.04,"(36649871750740971435566, 3053950989251, 1645117719)",83.32774013565972,"(-145323043603770755683, 13382000000, 161463043603770755683)",91.62487268331088,"(21858424620548469930485, -161827000000, 1858424620548469930485)",91.62029637382793,0.07566795100520807,0.019308960261667563
288,0.6,9999,0.06,"(36649871750740971435566, 3053950989251, 1645117779)",83.32774013565972,"(-218448708124272618852, 20073000000, 242728708124272618852)",91.20086965498075,"(21858497603782086871277, -161103000000, 1858497603782086871277)",91.19631241784275,0.16115292337745535,0.03963903998915035
289,0.6,9999,0.08,"(36649871750740971435566, 3053950989251, 1645117839)",83.32774013565972,"(-291893616102966811686, 26764000000, 324353616102966811686)",90.77560119985874,"(21858111858081582120342, -160339000000, 1858111858081582120342)",90.7710355946888,0.30991027986931236,0.07356636678252834
290,0.6,9999,0.1,"(36649871750740971435566, 3053950989251, 1645117839)",83.32774013565972,"(-365660154927210230756, 33455000000, 406340154927210230756)",90.35034677730022,"(21857526322139094297903, -159559000000, 1857526322139094297903)",90.34584492379678,0.5220497197514301,0.11970484308202936
291,0.6,9999,0.12,"(36649871750740971435566, 3053950989251, 1645117944)",83.32774013565972,"(-439740733185477777237, 40146000000, 488690733185477777237)",89.92759414719326,"(21857204818499272270607, -158805000000, 1857204818499272270607)",89.92312652298799,0.7981795040058629,0.1768931700851121
292,0.6,10000,0.14,"(36649871750740971435566, 3053950989251, 1645117944)",83.32774013565972,"(-514147780903230835915, 46837000000, 571407780903230835915)",89.50485820056173,"(21856671125311148593979, -158034000000, 1856671125311148593979)",89.5004393342636,1.1383428648474425,0.243997158866249
295,0.65,9999,0.01,"(36649871750740971435566, 3053950989251, 1645118456)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.25840289068027,"(21857457430337437281988, -162837000000, 1857457430337437281988)",92.25378475969858,0.06988831584019463,0.018895416139818
296,0.65,9999,0.02,"(36649871750740971435566, 3053950989251, 1645118516)",83.32774013565972,"(-72504256122461289654, 6691000000, 80554256122461290678)",92.02632981055523,"(21853871878916246168092, -162140000000, 1853871878916246168092)",92.02170539776039,0.06939049773469733,0.018432598324085055
297,0.65,10001,0.04,"(36649871750740971435566, 3053950989251, 1645118576)",83.32774013565972,"(-145313043603770757731, 13382000000, 161463043603770755683)",91.59290876846707,"(21852328082419762069066, -161268000000, 1852328082419762069066)",91.58832845667811,0.11064970301664799,0.02831763684878826
298,0.65,9999,0.06,"(36649871750740971435566, 3053950989251, 1645153929)",83.32774013565972,"(-218428708124272618852, 20073000000, 242728708124272618852)",91.15195957134704,"(21849106701338676654104, -160246000000, 1849106701338676654104)",91.14741844382947,0.6430457928929909,0.15874595679281508
299,0.65,9999,0.08,"(36649871750740971435566, 3053950989251, 1645153989)",83.32774013565972,"(-291863616102966811686, 26764000000, 324353616102966811686)",90.70877116778831,"(21845196758678544085030, -159166000000, 1845196758678544085030)",90.70427266270505,0.5607968680029056,0.1338244233149945
300,0.65,9999,0.1,"(36649871750740971435566, 3053950989251, 1645118786)",83.32774013565972,"(-365610154927210230756, 33455000000, 406340154927210230756)",90.26774808207134,"(21841440549384470429450, -158105000000, 1841440549384470429450)",90.26328630936324,0.9152049511999342,0.21111197216333308
301,0.65,9999,0.12,"(36649871750740971435566, 3053950989251, 1645118847)",83.32774013565972,"(-439670733185477777237, 40146000000, 488690733185477777237)",89.82825272144115,"(21837718152151060464375, -157052000000, 1837718152151060464375)",89.82382855916035,1.3655183476828567,0.3046012269735003
302,0.65,10000,0.14,"(36649871750740971435566, 3053950989251, 1645118907)",83.32774013565972,"(-514057780903230835915, 46837000000, 571407780903230835915)",89.38825719000289,"(21833627854490159539563, -155971000000, 1833627854490159539563)",89.38386243055116,1.9121764189095802,0.41265561344012086
303,0.7,9999,0.01,"(36649871750740971435566, 3053950989251, 1645119027)",83.32774013565972,"(-36206937853059909513, 3345000000, 40226937853059909001)",92.25114056677292,"(21856082045688688451692, -162710000000, 1856082045688688451692)",92.24649635417389,0.07362746842070735,0.01992038906383282
304,0.7,9999,0.02,"(36649871750740971435566, 3053950989251, 1645119027)",83.32774013565972,"(-72504256122461289654, 6691000000, 80554256122461290678)",92.01555649146228,"(21851830703082949031545, -161952000000, 1851830703082949031545)",92.01092995001305,0.0843702817697703,0.022434615467581853
305,0.7,9999,0.04,"(36649871750740971435566, 3053950989251, 1645119132)",83.32774013565972,"(-145303043603770755683, 13382000000, 161463043603770755683)",91.56095108229921,"(21846229417185702499449, -160709000000, 1846229417185702499449)",91.55636611758177,0.20047705453551035,0.051453037255848606
306,0.7,9999,0.06,"(36649871750740971435566, 3053950989251, 1645119192)",83.32774013565972,"(-218418708124272618852, 20073000000, 242728708124272618852)",91.09887441622894,"(21838910176065070306350, -159316000000, 1838910176065070306350)",91.09437447211677,0.4426329265230485,0.10982256927581364
